* chtb_0001 xinhua/00/chtb_0001 XIN.19960210.0178
* chtb_0002 xinhua/00/chtb_0002 XIN.19960211.0308
* chtb_0003 xinhua/00/chtb_0003 XIN.19960212.0364
* chtb_0004 xinhua/00/chtb_0004 XIN.19960213.0455
* chtb_0005 xinhua/00/chtb_0005 XIN.19960202.0057
* chtb_0006 xinhua/00/chtb_0006 XIN.19960213.0457
* chtb_0007 xinhua/00/chtb_0007 XIN.19960213.0490
* chtb_0008 xinhua/00/chtb_0008 XIN.19960214.0546
* chtb_0009 xinhua/00/chtb_0009 XIN.19960215.0596
* chtb_0010 xinhua/00/chtb_0010 XIN.19960216.0842
* chtb_0011 xinhua/00/chtb_0011 XIN.19960220.0116
* chtb_0012 xinhua/00/chtb_0012 XIN.19960223.0259
* chtb_0013 xinhua/00/chtb_0013 XIN.19960224.0282
* chtb_0014 xinhua/00/chtb_0014 XIN.19960227.0504
* chtb_0015 xinhua/00/chtb_0015 XIN.19960228.0729
* chtb_0016 xinhua/00/chtb_0016 XIN.19960229.0116
* chtb_0017 xinhua/00/chtb_0017 XIN.19960229.0119
* chtb_0018 xinhua/00/chtb_0018 XIN.19960203.0220
* chtb_0019 xinhua/00/chtb_0019 XIN.19960206.0445
* chtb_0020 xinhua/00/chtb_0020 XIN.19960207.0453
* chtb_0021 xinhua/00/chtb_0021 XIN.19960308.0989
* chtb_0022 xinhua/00/chtb_0022 XIN.19960310.0068
* chtb_0023 xinhua/00/chtb_0023 XIN.19960310.0172
* chtb_0024 xinhua/00/chtb_0024 XIN.19960302.0205
* chtb_0025 xinhua/00/chtb_0025 XIN.19960313.0494
* chtb_0026 xinhua/00/chtb_0026 XIN.19960315.0636
* chtb_0027 xinhua/00/chtb_0027 XIN.19960317.0812
* chtb_0028 xinhua/00/chtb_0028 XIN.19960319.0953
* chtb_0029 xinhua/00/chtb_0029 XIN.19960319.0077
* chtb_0030 xinhua/00/chtb_0030 XIN.19960323.0322
* chtb_0031 xinhua/00/chtb_0031 XIN.19960329.0865
* chtb_0032 xinhua/00/chtb_0032 XIN.19960303.0336
* chtb_0033 xinhua/00/chtb_0033 XIN.19960304.0416
* chtb_0034 xinhua/00/chtb_0034 XIN.19960304.0452
* chtb_0035 xinhua/00/chtb_0035 XIN.19960406.1294
* chtb_0036 xinhua/00/chtb_0036 XIN.19960413.0224
* chtb_0037 xinhua/00/chtb_0037 XIN.19960415.0527
* chtb_0038 xinhua/00/chtb_0038 XIN.19960418.0869
* chtb_0039 xinhua/00/chtb_0039 XIN.19960421.0210
* chtb_0040 xinhua/00/chtb_0040 XIN.19960405.1267
! chtb_0041 xinhua/00/chtb_0041 XIN.19971204.0043
! chtb_0042 xinhua/00/chtb_0042 XIN.19971207.0056
! chtb_0043 xinhua/00/chtb_0043 XIN.19971209.0055
! chtb_0044 xinhua/00/chtb_0044 XIN.19971201.0076
! chtb_0045 xinhua/00/chtb_0045 XIN.19971211.0067
! chtb_0046 xinhua/00/chtb_0046 XIN.19971214.0050
! chtb_0047 xinhua/00/chtb_0047 XIN.19971215.0104
! chtb_0048 xinhua/00/chtb_0048 XIN.19971215.0105
! chtb_0049 xinhua/00/chtb_0049 XIN.19971216.0045
! chtb_0050 xinhua/00/chtb_0050 XIN.19971216.0055
! chtb_0051 xinhua/00/chtb_0051 XIN.19971216.0047
! chtb_0052 xinhua/00/chtb_0052 XIN.19971217.0010
! chtb_0053 xinhua/00/chtb_0053 XIN.19971217.0013
! chtb_0054 xinhua/00/chtb_0054 XIN.19971217.0074
! chtb_0055 xinhua/00/chtb_0055 XIN.19971217.0078
! chtb_0056 xinhua/00/chtb_0056 XIN.19971217.0057
! chtb_0057 xinhua/00/chtb_0057 XIN.19971218.0040
! chtb_0058 xinhua/00/chtb_0058 XIN.19971218.0048
! chtb_0059 xinhua/00/chtb_0059 XIN.19971220.0037
! chtb_0060 xinhua/00/chtb_0060 XIN.19971220.0054
! chtb_0061 xinhua/00/chtb_0061 XIN.19971220.0062
! chtb_0062 xinhua/00/chtb_0062 XIN.19971221.0032
! chtb_0063 xinhua/00/chtb_0063 XIN.19971202.0062
! chtb_0064 xinhua/00/chtb_0064 XIN.19971221.0035
! chtb_0065 xinhua/00/chtb_0065 XIN.19971221.0069
! chtb_0066 xinhua/00/chtb_0066 XIN.19971221.0070
! chtb_0067 xinhua/00/chtb_0067 XIN.19971222.0012
! chtb_0068 xinhua/00/chtb_0068 XIN.19971222.0040
! chtb_0069 xinhua/00/chtb_0069 XIN.19971222.0044
! chtb_0070 xinhua/00/chtb_0070 XIN.19971222.0057
! chtb_0071 xinhua/00/chtb_0071 XIN.19971222.0072
! chtb_0072 xinhua/00/chtb_0072 XIN.19971222.0078
! chtb_0073 xinhua/00/chtb_0073 XIN.19971222.0082
! chtb_0074 xinhua/00/chtb_0074 XIN.19971202.0084
! chtb_0075 xinhua/00/chtb_0075 XIN.19971225.0027
! chtb_0076 xinhua/00/chtb_0076 XIN.19971225.0035
! chtb_0077 xinhua/00/chtb_0077 XIN.19971225.0039
! chtb_0078 xinhua/00/chtb_0078 XIN.19971225.0090
! chtb_0079 xinhua/00/chtb_0079 XIN.19971226.0047
! chtb_0080 xinhua/00/chtb_0080 XIN.19971226.0067
chtb_0081 xinhua/00/chtb_0081 XIN.19971226.0076
chtb_2137 cbs/01/cbs_0138 CBS20001216.1000.0533
chtb_2138 cbs/01/cbs_0139 CBS20001216.1000.1091
chtb_2139 cbs/01/cbs_0140 CBS20001217.1000.0414
! chtb_2140 cbs/01/cbs_0141 CBS20001217.1000.0515
! chtb_2141 cbs/01/cbs_0142 CBS20001217.1000.0600
! chtb_2142 cbs/01/cbs_0143 CBS20001217.1000.0731
! chtb_2143 cbs/01/cbs_0144 CBS20001217.1000.0789
! chtb_2144 cbs/01/cbs_0145 CBS20001218.0800.0371
! chtb_2145 cbs/01/cbs_0146 CBS20001218.0800.0537
! chtb_2146 cbs/01/cbs_0147 CBS20001219.1000.0782
! chtb_2147 cbs/01/cbs_0148 CBS20001219.1000.1081
! chtb_2148 cbs/01/cbs_0149 CBS20001219.1000.1123
! chtb_2149 cbs/01/cbs_0150 CBS20001220.1000.0533
! chtb_2150 cbs/01/cbs_0151 CBS20001221.1000.0247
! chtb_2151 cbs/01/cbs_0152 CBS20001222.1000.0514
! chtb_2152 cbs/01/cbs_0153 CBS20001222.1000.0556
! chtb_2153 cbs/01/cbs_0154 CBS20001222.1000.0724
! chtb_2154 cbs/01/cbs_0155 CBS20001222.1000.0879
! chtb_2155 cbs/01/cbs_0156 CBS20001223.1000.0795
! chtb_2156 cbs/01/cbs_0157 CBS20001223.1000.1049
! chtb_2157 cbs/01/cbs_0158 CBS20001223.1000.1099
! chtb_2158 cbs/01/cbs_0159 CBS20001224.1000.0608
! chtb_2159 cbs/01/cbs_0160 CBS20001224.1000.0894
chtb_2160 cbs/01/cbs_0161 CBS20001224.1000.0970
chtb_2161 cbs/01/cbs_0162 CBS20001225.1000.0766
chtb_2162 cbs/01/cbs_0163 CBS20001225.1000.1108
chtb_2163 cbs/01/cbs_0164 CBS20001226.1000.0914
chtb_2164 cbs/01/cbs_0165 CBS20001226.1000.1049
* chtb_2165 cbs/01/cbs_0166 CBS20001227.0800.0493
* chtb_2166 cbs/01/cbs_0167 CBS20001227.0800.0590
* chtb_2167 cbs/01/cbs_0168 CBS20001227.0800.0692
* chtb_2168 cbs/01/cbs_0169 CBS20010112.1000.0445
* chtb_2169 cbs/01/cbs_0170 CBS20010118.1000.0325
* chtb_2170 cbs/01/cbs_0171 CBS20010119.1000.0499
* chtb_2171 cbs/01/cbs_0172 CBS20010121.0800.0463
* chtb_2172 cbs/01/cbs_0173 CBS20010121.0800.0539
* chtb_2173 cbs/01/cbs_0174 CBS20010123.1200.0410
* chtb_2174 cbs/01/cbs_0175 CBS20010124.0800.0813
* chtb_2175 cbs/01/cbs_0176 CBS20010125.0800.0640
* chtb_2176 cbs/01/cbs_0177 CBS20010126.0800.0669
* chtb_2177 cbs/01/cbs_0178 CBS20010127.0800.0380
* chtb_2178 cbs/01/cbs_0179 CBS20010129.1000.0240
* chtb_2179 cbs/01/cbs_0180 CBS20010129.1000.0315
* chtb_2180 cbs/01/cbs_0181 CBS20010130.0800.0474
chtb_2181 cnr/00/cnr_0001 CNR20001001.1700.0426
chtb_2182 cnr/00/cnr_0002 CNR20001002.1700.0638
chtb_2183 cnr/00/cnr_0003 CNR20001003.1700.1040
chtb_2184 cnr/00/cnr_0004 CNR20001003.1700.1240
chtb_2185 cnr/00/cnr_0005 CNR20001004.1700.0727
chtb_2186 cnr/00/cnr_0006 CNR20001005.1700.1087
chtb_2187 cnr/00/cnr_0007 CNR20001006.1700.0001
chtb_2188 cnr/00/cnr_0008 CNR20001006.1700.0958
chtb_2189 cnr/00/cnr_0009 CNR20001008.1700.0510
chtb_2190 cnr/00/cnr_0010 CNR20001008.1700.0709
chtb_2191 cnr/00/cnr_0011 CNR20001008.1700.1195
chtb_2192 cnr/00/cnr_0012 CNR20001008.1700.1420
chtb_2193 cnr/00/cnr_0013 CNR20001010.1700.0924
chtb_2194 cnr/00/cnr_0014 CNR20001012.1700.1356
chtb_2195 cnr/00/cnr_0015 CNR20001012.1700.1372
chtb_2196 cnr/00/cnr_0016 CNR20001014.1700.0001
chtb_2197 cnr/00/cnr_0017 CNR20001014.1700.0453
chtb_2198 cnr/00/cnr_0018 CNR20001014.1700.1289
chtb_2199 cnr/00/cnr_0019 CNR20001014.1700.1308
chtb_2200 cnr/00/cnr_0020 CNR20001015.1700.0470
chtb_2201 cnr/00/cnr_0021 CNR20001015.1700.1039
chtb_2202 cnr/00/cnr_0022 CNR20001016.1700.0645
chtb_2203 cnr/00/cnr_0023 CNR20001016.1700.0817
chtb_2204 cnr/00/cnr_0024 CNR20001017.1700.1393
chtb_2205 cnr/00/cnr_0025 CNR20001017.1700.1409
chtb_2206 cnr/00/cnr_0026 CNR20001018.1700.0676
chtb_2207 cnr/00/cnr_0027 CNR20001018.1700.1417
chtb_2208 cnr/00/cnr_0028 CNR20001019.1700.0006
chtb_2209 cnr/00/cnr_0029 CNR20001019.1700.0858
chtb_2210 cnr/00/cnr_0030 CNR20001021.1700.0067
chtb_2211 cnr/00/cnr_0031 CNR20001021.1700.0713
chtb_2212 cnr/00/cnr_0032 CNR20001021.1700.1137
chtb_2213 cnr/00/cnr_0033 CNR20001021.1700.1259
chtb_2214 cnr/00/cnr_0034 CNR20001023.1700.1026
chtb_2215 cnr/00/cnr_0035 CNR20001023.1700.1261
chtb_2216 cnr/00/cnr_0036 CNR20001024.1700.0603
chtb_2217 cnr/00/cnr_0037 CNR20001024.1700.1169
chtb_2218 cnr/00/cnr_0038 CNR20001024.1700.1214
chtb_2219 cnr/00/cnr_0039 CNR20001024.1700.1235
chtb_2220 cnr/00/cnr_0040 CNR20001027.1700.0781
chtb_2221 cnr/00/cnr_0041 CNR20001027.1700.1195
chtb_2222 cnr/00/cnr_0042 CNR20001029.1700.0400
chtb_2223 cnr/00/cnr_0043 CNR20001030.1700.0658
chtb_2224 cnr/00/cnr_0044 CNR20001030.1700.0962
chtb_2225 cnr/00/cnr_0045 CNR20001031.1700.1008
chtb_2226 cnr/00/cnr_0046 CNR20001102.1700.1053
chtb_2227 cnr/00/cnr_0047 CNR20001103.1700.0856
chtb_2228 cnr/00/cnr_0048 CNR20001107.1700.1058
chtb_2229 cnr/00/cnr_0049 CNR20001108.1700.0291
chtb_2230 cnr/00/cnr_0050 CNR20001108.1700.0508
chtb_2231 cnr/00/cnr_0051 CNR20001108.1700.1201
chtb_2232 cnr/00/cnr_0052 CNR20001109.1700.1220
chtb_2233 cnr/00/cnr_0053 CNR20001114.1700.0558
chtb_2234 cnr/00/cnr_0054 CNR20001114.1700.1100
chtb_2235 cnr/00/cnr_0055 CNR20001114.1700.1415
chtb_2236 cnr/00/cnr_0056 CNR20001115.1700.1087
chtb_2237 cnr/00/cnr_0057 CNR20001121.1700.0798
chtb_2238 cnr/00/cnr_0058 CNR20001121.1700.1013
chtb_2239 cnr/00/cnr_0059 CNR20001121.1700.1232
chtb_2240 cnr/00/cnr_0060 CNR20001121.1700.1437
chtb_2241 cnr/00/cnr_0061 CNR20001122.1700.0091
chtb_2242 cnr/00/cnr_0062 CNR20001122.1700.0250
chtb_2243 cnr/00/cnr_0063 CNR20001122.1700.1152
chtb_2244 cnr/00/cnr_0064 CNR20001122.1700.1246
chtb_2245 cnr/00/cnr_0065 CNR20001126.1700.1041
chtb_2246 cnr/00/cnr_0066 CNR20001127.1700.0075
chtb_2247 cnr/00/cnr_0067 CNR20001127.1700.0591
chtb_2248 cnr/00/cnr_0068 CNR20001127.1700.0911
chtb_2249 cnr/00/cnr_0069 CNR20001127.1700.1365
chtb_2250 cnr/00/cnr_0070 CNR20001129.1700.0580
chtb_2251 cnr/00/cnr_0071 CNR20001130.1700.0285
chtb_2252 cnr/00/cnr_0072 CNR20001201.1700.0558
chtb_2253 cnr/00/cnr_0073 CNR20001201.1700.1429
chtb_2254 cnr/00/cnr_0074 CNR20001203.1700.0075
chtb_2255 cnr/00/cnr_0075 CNR20001203.1700.1239
chtb_2256 cnr/00/cnr_0076 CNR20001204.1700.0627
chtb_2257 cnr/00/cnr_0077 CNR20001204.1700.0671
chtb_2258 cnr/00/cnr_0078 CNR20001204.1700.1021
chtb_2259 cnr/00/cnr_0079 CNR20001204.1700.1466
chtb_2260 cnr/00/cnr_0080 CNR20001205.1700.0297
chtb_2261 cnr/00/cnr_0081 CNR20001205.1700.0481
chtb_2262 cnr/00/cnr_0082 CNR20001207.1700.1160
chtb_2263 cnr/00/cnr_0083 CNR20001208.1700.0553
chtb_2264 cnr/00/cnr_0084 CNR20001208.1700.1129
chtb_2265 cnr/00/cnr_0085 CNR20001209.1700.1290
chtb_2266 cnr/00/cnr_0086 CNR20001210.1700.0807
chtb_2267 cnr/00/cnr_0087 CNR20001210.1700.1031
chtb_2268 cnr/00/cnr_0088 CNR20001212.1700.0245
chtb_2269 cnr/00/cnr_0089 CNR20001214.1700.0658
chtb_2270 cnr/00/cnr_0090 CNR20001214.1700.0960
chtb_2271 cnr/00/cnr_0091 CNR20001216.1700.0880
chtb_2272 cnr/00/cnr_0092 CNR20001216.1700.1296
chtb_2273 cnr/00/cnr_0093 CNR20001216.1700.1340
chtb_2274 cnr/00/cnr_0094 CNR20001217.1700.0889
chtb_2275 cnr/00/cnr_0095 CNR20001217.1700.1117
chtb_2276 cnr/00/cnr_0096 CNR20001217.1700.1301
chtb_2277 cnr/00/cnr_0097 CNR20001218.1700.0450
chtb_2278 cnr/00/cnr_0098 CNR20001218.1700.0890
chtb_2279 cnr/00/cnr_0099 CNR20001218.1700.1295
! chtb_2280 cnr/01/cnr_0100 CNR20001218.1700.1337
! chtb_2281 cnr/01/cnr_0101 CNR20001221.1700.1286
! chtb_2282 cnr/01/cnr_0102 CNR20001221.1700.1476
! chtb_2283 cnr/01/cnr_0103 CNR20001223.1700.1251
! chtb_2284 cnr/01/cnr_0104 CNR20001223.1700.1451
! chtb_2285 cnr/01/cnr_0105 CNR20001224.1700.0506
! chtb_2286 cnr/01/cnr_0106 CNR20001225.1700.0020
! chtb_2287 cnr/01/cnr_0107 CNR20001225.1700.0291
! chtb_2288 cnr/01/cnr_0108 CNR20001225.1700.0317
! chtb_2289 cnr/01/cnr_0109 CNR20001225.1700.0801
! chtb_2290 cnr/01/cnr_0110 CNR20001225.1700.1435
! chtb_2291 cnr/01/cnr_0111 CNR20001226.1700.0241
! chtb_2292 cnr/01/cnr_0112 CNR20001226.1700.0307
! chtb_2293 cnr/01/cnr_0113 CNR20010112.1700.1148
! chtb_2294 cnr/01/cnr_0114 CNR20010113.1700.1570
* chtb_2295 cnr/01/cnr_0115 CNR20010114.1700.0251
* chtb_2296 cnr/01/cnr_0116 CNR20010117.1700.0889
* chtb_2297 cnr/01/cnr_0117 CNR20010118.1700.0579
* chtb_2298 cnr/01/cnr_0118 CNR20010119.1700.0795
* chtb_2299 cnr/01/cnr_0119 CNR20010120.1700.0722
* chtb_2300 cnr/01/cnr_0120 CNR20010120.1700.1180
* chtb_2301 cnr/01/cnr_0121 CNR20010120.1700.1527
* chtb_2302 cnr/01/cnr_0122 CNR20010127.2000.0575
* chtb_2303 cnr/01/cnr_0123 CNR20010127.2000.0859
* chtb_2304 cnr/01/cnr_0124 CNR20010127.2000.0993
* chtb_2305 cnr/01/cnr_0125 CNR20010128.1900.0563
* chtb_2306 cnr/01/cnr_0126 CNR20010129.1900.0845
* chtb_2307 cnr/01/cnr_0127 CNR20010129.1900.0975
* chtb_2308 cnr/01/cnr_0128 CNR20010129.1900.1268
* chtb_2309 cnr/01/cnr_0129 CNR20010130.1800.0811
* chtb_2310 cnr/01/cnr_0130 CNR20010130.1800.1556
chtb_2311 cnr/01/cnr_0131 CNR20010131.1800.1254
chtb_2312 cnr/01/cnr_0132 CTS10001211.1300.0012
chtb_2313 cnr/01/cnr_0133 CTS20001001.1300.0145
chtb_2314 cnr/01/cnr_0134 CTS20001001.1300.0381
chtb_2315 cnr/01/cnr_0135 CTS20001001.1300.0766
chtb_2316 cnr/01/cnr_0136 CTS20001003.1300.0557
chtb_2317 cnr/01/cnr_0137 CTS20001004.1300.0461
chtb_2318 cnr/01/cnr_0138 CTS20001004.1300.1116
chtb_2319 cnr/01/cnr_0139 CTS20001005.1800.0151
chtb_2320 cnr/01/cnr_0140 CTS20001005.1800.0617
chtb_2321 cts/00/cts_0010 CTS20001005.1800.0703
chtb_2322 cts/00/cts_0011 CTS20001005.1800.0848
chtb_2323 cts/00/cts_0012 CTS20001005.1800.1458
chtb_2324 cts/00/cts_0013 CTS20001006.1300.0413
chtb_2325 cts/00/cts_0014 CTS20001006.1300.1217
chtb_2326 cts/00/cts_0015 CTS20001006.1300.1415
chtb_2327 cts/00/cts_0016 CTS20001007.1300.0189
chtb_2328 cts/00/cts_0017 CTS20001007.1300.0258
chtb_2329 cts/00/cts_0018 CTS20001007.1300.0519
chtb_2330 cts/00/cts_0019 CTS20001007.1300.0714
chtb_2331 cts/00/cts_0020 CTS20001008.1300.0701
chtb_2332 cts/00/cts_0021 CTS20001008.1300.0777
chtb_2333 cts/00/cts_0022 CTS20001008.1300.1160
chtb_2334 cts/00/cts_0023 CTS20001009.1300.0388
chtb_2335 cts/00/cts_0024 CTS20001009.1300.0561
chtb_2336 cts/00/cts_0025 CTS20001009.1300.0908
chtb_2337 cts/00/cts_0026 CTS20001009.1300.1137
chtb_2338 cts/00/cts_0027 CTS20001009.1300.1351
chtb_2339 cts/00/cts_0028 CTS20001010.1300.0217
chtb_2340 cts/00/cts_0029 CTS20001011.1800.0480
chtb_2341 cts/00/cts_0030 CTS20001011.1800.0672
chtb_2342 cts/00/cts_0031 CTS20001011.1800.0794
chtb_2343 cts/00/cts_0032 CTS20001011.1800.1546
chtb_2344 cts/00/cts_0033 CTS20001011.1800.1759
chtb_2345 cts/00/cts_0034 CTS20001013.1300.0182
chtb_2346 cts/00/cts_0035 CTS20001013.1300.0456
chtb_2347 cts/00/cts_0036 CTS20001013.1300.0794
chtb_2348 cts/00/cts_0037 CTS20001014.1300.0259
chtb_2349 cts/00/cts_0038 CTS20001014.1300.0332
chtb_2350 cts/00/cts_0039 CTS20001014.1300.1201
chtb_2351 cts/00/cts_0040 CTS20001014.1300.1286
chtb_2352 cts/00/cts_0041 CTS20001015.1300.0643
chtb_2353 cts/00/cts_0042 CTS20001015.1300.0775
chtb_2354 cts/00/cts_0043 CTS20001015.1300.1065
chtb_2355 cts/00/cts_0044 CTS20001016.1300.0297
chtb_2356 cts/00/cts_0045 CTS20001016.1300.0391
chtb_2357 cts/00/cts_0046 CTS20001017.1800.0697
chtb_2358 cts/00/cts_0047 CTS20001017.1800.0842
chtb_2359 cts/00/cts_0048 CTS20001018.0900.0719
chtb_2360 cts/00/cts_0049 CTS20001018.0900.0780
chtb_2361 cts/00/cts_0050 CTS20001018.0900.0879
chtb_2362 cts/00/cts_0051 CTS20001018.0900.1048
chtb_2363 cts/00/cts_0052 CTS20001019.1300.0224
chtb_2364 cts/00/cts_0053 CTS20001019.1300.0508
chtb_2365 cts/00/cts_0054 CTS20001019.1300.0638
chtb_2366 cts/00/cts_0055 CTS20001020.1800.0123
chtb_2367 cts/00/cts_0056 CTS20001020.1800.0451
chtb_2368 cts/00/cts_0057 CTS20001020.1800.0678
chtb_2369 cts/00/cts_0058 CTS20001020.1800.0740
chtb_2370 cts/00/cts_0059 CTS20001021.1300.0615
chtb_2371 cts/00/cts_0060 CTS20001021.1300.1016
chtb_2372 cts/00/cts_0061 CTS20001022.1300.0057
chtb_2373 cts/00/cts_0062 CTS20001022.1300.0124
chtb_2374 cts/00/cts_0063 CTS20001022.1300.0519
chtb_2375 cts/00/cts_0064 CTS20001022.1300.0656
chtb_2376 cts/00/cts_0065 CTS20001022.1300.0937
chtb_2377 cts/00/cts_0066 CTS20001022.1300.0970
chtb_2378 cts/00/cts_0067 CTS20001023.1300.0266
chtb_2379 cts/00/cts_0068 CTS20001023.1300.0466
chtb_2380 cts/00/cts_0069 CTS20001023.1300.0727
chtb_2381 cts/00/cts_0070 CTS20001023.1300.1039
chtb_2382 cts/00/cts_0071 CTS20001023.1300.1378
chtb_2383 cts/00/cts_0072 CTS20001024.1300.0141
chtb_2384 cts/00/cts_0073 CTS20001024.1300.0213
chtb_2385 cts/00/cts_0074 CTS20001024.1300.0506
chtb_2386 cts/00/cts_0075 CTS20001024.1300.1033
chtb_2387 cts/00/cts_0076 CTS20001025.1300.0122
chtb_2388 cts/00/cts_0077 CTS20001025.1300.0193
chtb_2389 cts/00/cts_0078 CTS20001025.1300.0690
chtb_2390 cts/00/cts_0079 CTS20001025.1300.0883
chtb_2391 cts/00/cts_0080 CTS20001025.1300.1022
chtb_2392 cts/00/cts_0081 CTS20001025.1300.1254
chtb_2393 cts/00/cts_0082 CTS20001026.1300.0210
chtb_2394 cts/00/cts_0083 CTS20001027.1300.0217
chtb_2395 cts/00/cts_0084 CTS20001027.1300.0768
chtb_2396 cts/00/cts_0085 CTS20001027.1300.1372
chtb_2397 cts/00/cts_0086 CTS20001028.1300.0100
chtb_2398 cts/00/cts_0087 CTS20001028.1300.0551
chtb_2399 cts/00/cts_0088 CTS20001028.1300.0810
chtb_2400 cts/00/cts_0089 CTS20001028.1300.1399
chtb_2401 cts/00/cts_0090 CTS20001029.1300.0013
chtb_2402 cts/00/cts_0091 CTS20001029.1300.0406
chtb_2403 cts/00/cts_0092 CTS20001029.1300.0648
chtb_2404 cts/00/cts_0093 CTS20001029.1300.0996
chtb_2405 cts/00/cts_0094 CTS20001029.1300.1041
chtb_2406 cts/00/cts_0095 CTS20001029.1300.1354
chtb_2407 cts/00/cts_0096 CTS20001030.1800.0439
chtb_2408 cts/00/cts_0097 CTS20001030.1800.1440
chtb_2409 cts/00/cts_0098 CTS20001031.1300.0955
chtb_2410 cts/00/cts_0099 CTS20001031.1300.1042
chtb_2411 cts/01/cts_0100 CTS20001031.1300.1129
chtb_2412 cts/01/cts_0101 CTS20001101.0900.0351
chtb_2413 cts/01/cts_0102 CTS20001101.0900.0432
chtb_2414 cts/01/cts_0103 CTS20001101.0900.0763
chtb_2415 cts/01/cts_0104 CTS20001101.0900.0904
chtb_2416 cts/01/cts_0105 CTS20001102.1300.1747
chtb_2417 cts/01/cts_0106 CTS20001103.1800.0004
chtb_2418 cts/01/cts_0107 CTS20001103.1800.0174
chtb_2419 cts/01/cts_0108 CTS20001103.1800.0417
chtb_2420 cts/01/cts_0109 CTS20001103.1800.1246
chtb_2421 cts/01/cts_0110 CTS20001103.1800.1320
chtb_2422 cts/01/cts_0111 CTS20001104.1300.0001
chtb_2423 cts/01/cts_0112 CTS20001104.1300.1231
chtb_2424 cts/01/cts_0113 CTS20001105.1300.0317
chtb_2425 cts/01/cts_0114 CTS20001105.1300.0613
chtb_2426 cts/01/cts_0115 CTS20001105.1300.0683
chtb_2427 cts/01/cts_0116 CTS20001105.1300.0868
chtb_2428 cts/01/cts_0117 CTS20001106.1300.0279
chtb_2429 cts/01/cts_0118 CTS20001106.1300.0363
chtb_2430 cts/01/cts_0119 CTS20001106.1300.0423
chtb_2431 cts/01/cts_0120 CTS20001106.1300.0675
chtb_2432 cts/01/cts_0121 CTS20001106.1300.1376
chtb_2433 cts/01/cts_0122 CTS20001107.0900.0468
chtb_2434 cts/01/cts_0123 CTS20001107.0900.0790
chtb_2435 cts/01/cts_0124 CTS20001107.0900.1029
chtb_2436 cts/01/cts_0125 CTS20001108.1300.0504
chtb_2437 cts/01/cts_0126 CTS20001108.1300.1022
chtb_2438 cts/01/cts_0127 CTS20001109.1300.0159
chtb_2439 cts/01/cts_0128 CTS20001109.1300.1077
chtb_2440 cts/01/cts_0129 CTS20001109.1300.1415
chtb_2441 cts/01/cts_0130 CTS20001110.1300.0358
chtb_2442 cts/01/cts_0131 CTS20001110.1300.0538
chtb_2443 cts/01/cts_0132 CTS20001110.1300.1241
chtb_2444 cts/01/cts_0133 CTS20001111.1300.0079
chtb_2445 cts/01/cts_0134 CTS20001111.1300.0160
chtb_2446 cts/01/cts_0135 CTS20001111.1300.0278
chtb_2447 cts/01/cts_0136 CTS20001111.1300.1440
chtb_2448 cts/01/cts_0137 CTS20001112.1300.0306
chtb_2449 cts/01/cts_0138 CTS20001112.1300.0676
chtb_2450 cts/01/cts_0139 CTS20001112.1300.1009
chtb_2451 cts/01/cts_0140 CTS20001113.1300.0758
chtb_2452 cts/01/cts_0141 CTS20001113.1300.0831
chtb_2453 cts/01/cts_0142 CTS20001114.1800.0759
chtb_2454 cts/01/cts_0143 CTS20001114.1800.0837
chtb_2455 cts/01/cts_0144 CTS20001114.1800.1410
chtb_2456 cts/01/cts_0145 CTS20001115.1300.0964
chtb_2457 cts/01/cts_0146 CTS20001116.1300.0284
chtb_2458 cts/01/cts_0147 CTS20001116.1300.0657
chtb_2459 cts/01/cts_0148 CTS20001116.1300.0687
chtb_2460 cts/01/cts_0149 CTS20001116.1300.0763
chtb_2461 cts/01/cts_0150 CTS20001116.1300.0835
chtb_2462 cts/01/cts_0151 CTS20001116.1300.1063
chtb_2463 cts/01/cts_0152 CTS20001116.1300.1142
chtb_2464 cts/01/cts_0153 CTS20001116.1300.1169
chtb_2465 cts/01/cts_0154 CTS20001117.1300.0048
chtb_2466 cts/01/cts_0155 CTS20001117.1300.0303
chtb_2467 cts/01/cts_0156 CTS20001117.1300.0820
chtb_2468 cts/01/cts_0157 CTS20001117.1300.1114
chtb_2469 cts/01/cts_0158 CTS20001118.1300.0081
chtb_2470 cts/01/cts_0159 CTS20001118.1300.0425
chtb_2471 cts/01/cts_0160 CTS20001118.1300.0684
chtb_2472 cts/01/cts_0161 CTS20001118.1300.0757
chtb_2473 cts/01/cts_0162 CTS20001118.1300.0859
chtb_2474 cts/01/cts_0163 CTS20001118.1300.0918
chtb_2475 cts/01/cts_0164 CTS20001119.1300.0378
chtb_2476 cts/01/cts_0165 CTS20001119.1300.0564
chtb_2477 cts/01/cts_0166 CTS20001120.1300.0506
chtb_2478 cts/01/cts_0167 CTS20001120.1300.0737
chtb_2479 cts/01/cts_0168 CTS20001120.1300.0774
chtb_2480 cts/01/cts_0169 CTS20001120.1300.1052
chtb_2481 cts/01/cts_0170 CTS20001121.1300.0182
chtb_2482 cts/01/cts_0171 CTS20001121.1300.0552
chtb_2483 cts/01/cts_0172 CTS20001121.1300.0621
chtb_2484 cts/01/cts_0173 CTS20001121.1300.0689
chtb_2485 cts/01/cts_0174 CTS20001122.1300.0271
chtb_2486 cts/01/cts_0175 CTS20001122.1300.0497
chtb_2487 cts/01/cts_0176 CTS20001122.1300.0859
